0,0
0,0
0,0
0,0
0,0
0,0
10000,46
10000,47
10000,47
10000,30
10000,48
10000,47
20000,39
20000,35
20000,34
20000,45
20000,39
20000,33
30000,48
30000,49
30000,40
30000,42
30000,51
30000,52
40000,40
40000,57
40000,46
40000,44
40000,37
40000,42
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1000,5
1000,1
1000,2
1000,4
1000,2
1000,2
1000,5
1000,4
1000,3
1000,4
2000,5
2000,4
2000,0
2000,2
2000,3
2000,4
2000,4
2000,7
2000,2
2000,5
3000,0
3000,2
3000,3
3000,9
3000,2
3000,3
3000,1
3000,2
3000,2
3000,1
4000,2
4000,1
4000,4
4000,4
4000,3
4000,3
4000,2
4000,1
4000,6
4000,2
5000,3
5000,1
5000,1
5000,4
5000,1
5000,1
5000,3
5000,1
5000,4
5000,0
6000,3
6000,2
6000,4
6000,2
6000,4
6000,2
6000,3
6000,1
6000,3
6000,2
7000,4
7000,2
7000,1
7000,1
7000,1
7000,2
7000,1
7000,0
7000,2
7000,2
8000,0
8000,0
8000,0
8000,0
8000,0
8000,3
8000,0
8000,1
8000,0
8000,0
9000,1
9000,0
9000,0
9000,0
9000,0
9000,0
9000,0
9000,0
9000,0
9000,0
10000,3
10000,0
10000,2
10000,4
10000,1
10000,0
10000,0
10000,5
10000,0
10000,2
11000,4
11000,2
11000,4
11000,3
11000,5
11000,2
11000,3
11000,3
11000,2
11000,5
12000,2
12000,1
12000,2
12000,4
12000,2
12000,4
12000,1
12000,7
12000,2
12000,2
13000,0
13000,4
13000,1
13000,1
13000,1
13000,2
13000,0
13000,0
13000,1
13000,1
14000,0
14000,4
14000,2
14000,0
14000,0
14000,0
14000,1
14000,3
14000,1
14000,1
15000,1
15000,0
15000,0
15000,0
15000,0
15000,0
15000,0
15000,0
15000,0
15000,0
16000,0
16000,0
16000,1
16000,0
16000,0
16000,2
16000,0
16000,2
16000,2
16000,1
17000,3
17000,2
17000,2
17000,3
17000,1
17000,2
17000,2
17000,1
17000,1
17000,1
18000,2
18000,1
18000,3
18000,3
18000,3
18000,4
18000,1
18000,2
18000,0
18000,4
19000,1
19000,5
19000,5
19000,1
19000,0
19000,1
19000,1
19000,1
19000,0
19000,0
20000,2
20000,1
20000,1
20000,4
20000,1
20000,1
20000,2
20000,5
20000,0
20000,2
21000,6
21000,4
21000,1
21000,1
21000,6
21000,4
21000,5
21000,2
21000,0
21000,2
22000,0
22000,2
22000,0
22000,2
22000,3
22000,2
22000,0
22000,2
22000,0
22000,1
23000,1
23000,4
23000,0
23000,2
23000,1
